day,p01i,tmpf,dwpf,relh,drct,sknt,alti,mslp,vsby
2020-01-01,0.0,30.529090909090908,22.67454545454545,72.47727272727273,249.05844155844156,13.26782884310618,29.717194928684584,1007.5291666666664,9.704437400950871
2020-01-02,0.0,40.89583333333332,28.099999999999998,60.947083333333346,209.44636678200692,13.85576923076923,29.7020352564102,1006.6583333333332,10.0
2020-01-03,0.0,43.780701754385944,38.0701754385965,80.4052631578947,211.0742496050553,6.924170616113744,29.742622432859317,1007.8499999999998,9.399684044233807
2020-01-04,2.489999999999992,33.69871794871793,29.80641025641027,85.81743589743594,201.55384615384617,7.558282208588957,29.75319018404901,1008.5375,7.677147239263804
2020-01-05,2.159999999999998,31.416049382716047,26.286419753086424,81.5445679012345,251.2111801242236,10.131498470948012,29.91818042813453,1014.2687500000003,7.577981651376147
2020-01-06,0.15,34.235483870967734,27.23709677419354,75.93741935483871,250.3648424543947,15.277165354330709,29.86165354330707,1012.475,9.38740157480315
2020-01-07,0.13999999999999999,32.583636363636344,25.28545454545455,74.66745454545456,205.68471337579618,7.480952380952381,29.911809523809683,1013.9416666666667,9.760714285714286
2020-01-08,0.13999999999999999,25.742553191489367,17.984042553191472,72.55978723404255,281.70616113744074,13.71342383107089,30.083876319758694,1020.5583333333335,8.316742081447964
2020-01-09,0.0,25.4,11.643999999999998,56.291799999999995,154.0064620355412,7.086261980830671,30.47317891373803,1033.3333333333333,9.996805111821086
2020-01-10,3.67999999999999,44.825,40.52954545454544,86.00420454545457,203.7729549248748,11.00302571860817,30.203948562783516,1023.6374999999999,6.622919818456883
2020-01-11,9.609999999999946,49.40945945945946,46.12972972972973,89.27716216216217,164.73856209150327,11.645007923930269,29.83995341614916,1010.6458333333331,8.04503105590062
2020-01-12,1.2100000000000009,33.26666666666669,29.26521739130434,85.37376811594206,192.4283305227656,10.86986301369863,30.093354838709704,1020.8913043478261,9.129032258064516
2020-01-13,0.05,34.23064516129033,30.203225806451606,85.28338709677418,149.15227629513345,5.434169278996865,30.310203761755577,1027.6041666666667,8.514890282131661
2020-01-14,0.0,37.21111111111114,31.99523809523807,81.94857142857143,145.7001647446458,7.890453834115806,30.132769953051604,1021.2083333333335,8.546165884194053
2020-01-15,0.0,37.505263157894746,28.49649122807018,69.87543859649124,181.31746031746033,7.312796208530806,30.093048973143695,1019.7895833333332,10.0
2020-01-16,1.0800000000000005,31.32134831460674,25.32134831460673,78.58101123595503,295.24038461538464,13.833080424886191,30.165978755690386,1023.1770833333334,8.027693474962064
2020-01-17,0.0,15.647540983606563,6.929508196721315,68.16688524590163,178.9189189189189,6.95748031496063,30.74466101694908,1042.9604166666666,9.844094488188976
2020-01-18,6.35999999999997,28.234523809523814,23.048809523809528,81.20369047619045,148.6342229199372,11.804915514592935,29.967753846153915,1015.9583333333331,6.327070552147239
2020-01-19,0.5300000000000004,25.658585858585848,20.2949494949495,79.91191919191921,288.8181818181818,14.022556390977444,29.880375939849632,1013.5499999999998,4.628571428571429
2020-01-20,0.0,15.924528301886792,7.543396226415094,69.98867924528301,285.92356687898086,6.192675159235669,30.4038314785373,1031.6104166666669,9.424483306836247
2020-01-21,0.0,23.48064516129033,16.56129032258065,74.7835483870968,254.0764331210191,9.546310832025117,30.448084772370493,1032.6833333333332,9.054945054945055
2020-01-22,0.0,27.16153846153846,18.471153846153847,69.97538461538458,213.32781456953643,11.593949044585987,30.33509554140112,1028.6187499999999,9.898089171974522
2020-01-23,0.0,31.72,15.175999999999998,51.277799999999985,93.03514376996804,3.4952076677316293,30.26022364217263,1025.9270833333337,9.81709265175719
2020-01-24,3.679999999999998,39.08400000000001,26.467999999999996,61.62979999999999,79.632,6.2432,30.12135782747611,1020.8458333333334,9.563897763578275
2020-01-25,3.6799999999999833,37.35151515151516,33.56060606060605,86.3966666666667,175.97791798107255,8.4546875,29.84350467289703,1011.377083333333,9.56386292834891
2020-01-26,2.7299999999999947,33.849350649350626,31.246753246753265,90.11025974025976,237.49606299212599,14.003081664098612,29.719553158705597,1007.3479166666667,6.650231124807396
2020-01-27,0.5100000000000002,33.026086956521716,28.98115942028986,85.03608695652169,280.8031496062992,9.11006289308176,29.74233070866142,1008.3456521739132,8.777602523659306
2020-01-28,0.0,31.869841269841263,25.276190476190468,76.49507936507939,285.3943217665615,8.446372239747634,29.938501577287127,1015.0874999999997,9.731861198738171
2020-01-29,0.0,25.296551724137935,19.286206896551718,77.80724137931033,166.22432859399683,4.840694006309148,30.18246056782313,1023.5770833333335,9.670347003154575
2020-01-30,0.0,23.299999999999994,16.556250000000002,75.78187499999997,69.42122186495178,4.586816720257235,30.232459807073916,1025.370833333333,9.594855305466238
2020-01-31,0.0,29.621153846153863,22.617307692307683,75.16076923076925,63.69426751592356,1.64171974522293,30.192643312101772,1023.6625,8.965764331210192
2020-02-01,0.8500000000000004,30.479661016949162,25.3864406779661,81.71864406779657,159.3512658227848,3.2025316455696204,29.893496062992078,1013.7953488372091,6.854330708661418
2020-02-02,3.02999999999999,33.029347826086926,30.610869565217403,90.78391304347826,222.7836611195159,7.54160363086233,29.49824508320728,999.879166666667,4.271558245083208
2020-02-03,0.0,37.86190476190475,31.739682539682537,78.83079365079365,197.66561514195584,8.53930817610063,29.77603773584904,1009.3666666666667,9.62814465408805
2020-02-04,0.0,34.23518518518517,27.562962962962956,76.68018518518518,288.984126984127,6.228571428571429,29.847238095238207,1011.8854166666665,9.933333333333334
2020-02-05,0.45,25.776190476190468,17.220634920634925,70.04492063492064,168.0793650793651,8.129337539432177,30.06608490566042,1019.4312500000002,9.334119496855346
2020-02-06,2.9699999999999873,26.11826086956521,23.799999999999983,90.8252173913043,47.37463126843658,10.82723279648609,29.55175695461194,1001.7062500000001,4.625183016105417
2020-02-07,2.109999999999999,24.4252525252525,20.147474747474757,83.85888888888893,210.45941807044412,10.069591527987898,29.442934947049938,998.8520833333332,5.147881996974282
2020-02-08,0.0,17.287719298245612,11.60350877192982,78.17298245614033,115.22906793048973,5.58609794628752,30.125039494470823,1022.1666666666665,8.980252764612954
2020-02-09,0.9800000000000006,28.502173913043457,24.609782608695667,85.5546739130435,144.3835616438356,6.70196671709531,30.275824508320785,1026.6833333333334,6.760211800302572
2020-02-10,1.0100000000000007,35.79076923076922,31.4276923076923,84.506,199.65678627145087,7.258970358814352,30.010015600624186,1017.3624999999997,8.34399375975039
2020-02-11,0.0,32.606896551724134,26.83103448275861,79.35655172413799,190.4120443740095,7.936908517350158,29.971656151419516,1016.0291666666667,8.976340694006309
2020-02-12,0.22,30.594827586206893,22.460344827586212,71.80448275862071,229.62962962962962,8.75752508361204,30.046287625418085,1018.2659574468087,9.783862876254181
2020-02-13,2.5199999999999902,26.96410256410256,23.697435897435906,87.39102564102564,286.02658788774005,7.4225146198830405,29.809853801169524,1010.7729166666664,3.2251461988304095
2020-02-14,0.15,9.632203389830508,0.9440677966101693,67.96050847457627,241.44674085850556,6.648264984227129,30.43200315457416,1032.9770833333334,8.749211356466876
2020-02-15,0.0,21.625,9.928846153846155,61.42673076923076,192.1035058430718,11.961722488038278,30.28987261146497,1027.2458333333334,9.656847133757962
2020-02-16,0.0,33.11499999999999,27.17999999999999,78.76216666666667,238.81410256410257,11.724842767295597,30.036100628931056,1018.2916666666666,9.302672955974844
2020-02-17,0.0,29.34363636363636,21.340000000000003,72.80927272727271,91.92063492063492,6.248811410459588,30.229191759112524,1025.00625,9.36608557844691
2020-02-18,2.5899999999999967,36.019512195121955,31.392682926829266,83.53231707317076,193.33333333333334,13.691603053435115,29.96164885496185,1015.6562500000003,8.005343511450382
2020-02-19,0.0,27.972881355932213,16.56949152542373,62.117966101694925,277.68233387358185,12.419558359621451,30.326766561513896,1028.4145833333332,9.372239747634069
2020-02-20,0.0,21.216326530612243,9.246938775510207,59.676938775510195,289.85342019543975,8.927884615384615,30.475272435897256,1033.7145833333336,9.69951923076923
2020-02-21,0.0,24.896078431372555,11.958823529411767,58.14019607843137,240.52364864864865,15.1008,30.397440000000056,1030.7645833333336,10.0
