,tmpf,dwpf,relh,drct,sknt,alti,mslp,vsby,tmpf_syr,dwpf_syr,relh_syr,drct_syr,sknt_syr,alti_syr,mslp_syr,vsby_syr,tmpf_buf,dwpf_buf,relh_buf,drct_buf,sknt_buf,alti_buf,mslp_buf,vsby_buf,roch_rained_today,buf_rained_today,syr_rained_today,roch_rains_tomorrow
0,-1.1033864168981333,-0.7812364415555629,1.4380582182414163,0.9235525396653992,0.7288505146102312,-0.5501204370328602,-0.5221596101783718,-1.8642172040285987,-0.9913784264601516,-0.7394016535935677,1.0538019426123246,0.23812913200080388,-0.06314683818289826,-0.6137935751702076,-0.5770690134725829,-1.7593435527455183,-1.149574974271767,-0.9103220482909835,1.1350797755051674,1.1717982118563994,0.6589419546425376,-0.43025382947787044,-0.3384427643700895,-2.6218549826219504,1,1,1,0
1,-2.0596818015230745,-1.8877653912784846,0.6340502830731763,1.4006627949392412,1.4897186912093099,-0.34836677359684753,-0.39310253494374053,-3.5616725938479945,-1.796612002016603,-1.5869378140748733,0.7503190341039669,1.850622611115505,1.8722707901635598,-0.6818520831016088,-0.6139741394795128,-4.020994932326006,-1.9875515161668884,-1.825766116419892,0.8228863741702741,1.7141251119762166,0.7670938338868677,-0.08301652772891986,0.08947393487303673,-3.765405825588571,0,1,1,0
2,-2.0798058626473366,-1.8523531319688278,0.955953460101354,1.3765053136595535,1.5564615137180018,-0.8230812757992094,-1.0286369320994015,-4.205317388500702,-1.898793918795352,-1.7022793545491262,0.6665859083931902,1.958722732620401,1.365684967978917,-1.165067489415055,-1.0724493587199841,-4.050027684310351,-1.9268953068514987,-1.7226204598956896,1.0639888890829121,1.804512928662853,0.8923223256434585,-0.5293215322822798,-0.32976291245849504,-4.221084714791006,0,1,1,0
3,-1.8676982583976127,-1.6023842427241923,1.1689180619586526,1.1288911305427485,0.3016964505546081,-0.698468718971091,-0.6059033123307322,-2.7287205066503724,-1.7208771695805907,-1.507665977953876,0.7773785526952491,1.3641720643434723,0.3655027036656462,-0.8617209969205442,-0.7783438930028633,-3.550664350179614,-1.8105875259530122,-1.610404735415372,1.0183287328198003,1.5544399691631592,-0.16073544594606531,-0.5573406805502741,-0.36882224606081226,-3.1936304041052606,0,1,1,1
4,-1.703888400846118,-1.3936602202049213,1.4259080983256298,1.1107730195829824,0.04807372502158182,-0.8468170009093723,-0.7601982156112801,-3.056853147061557,-1.5956542323517307,-1.3452504165440176,1.011415004399407,0.9828188579234214,0.0018000620971849656,-0.9851985755961693,-0.9063762916885826,-3.3184023343048534,-1.617008138467923,-1.389980990900462,1.1448682074909524,1.4459745891391957,0.1921812126406941,-0.6954350541566698,-0.5296888348229599,-3.190727990798239,1,1,1,0
5,-1.5449083179644465,-1.2670093163209724,1.220293569009982,1.2255210556615017,0.8623361596276139,-0.6015478414381005,-0.5284690671899253,-1.075436818424791,-1.4337660191022628,-1.168977567586016,1.0890360850018028,1.8566281734213328,0.813636315598216,-0.8101909837723672,-0.7499553345360036,-2.4938721779494513,-1.4524556498301329,-1.2623672440760407,0.9031323234498241,1.542388260271608,0.47679142117840373,-0.38922579094276927,-0.2490402896803791,-0.34636294991679584,0,1,1,0
6,-1.2724285303419358,-0.9283014713944907,1.571934539535755,0.8088045035868797,-0.08541191999580089,-0.34441081941183166,-0.2898568747559979,-0.43179202377208237,-1.2446292947117952,-0.9963728241554642,0.9931167145548206,1.5473417146712127,0.17066200282539873,-0.422257488563032,-0.37323916368025656,-0.2989961279329581,-1.2314508475720787,-0.9252982070092209,1.5327396231786907,0.2950363899960275,-0.525036512874333,-0.274147146270915,-0.1558765458289241,-1.2374038351725125,0,1,1,1
7,-1.6479435109206688,-1.3511655090333332,1.3356822078398656,0.7967257629470351,0.4351820955719902,-0.4670453991474591,-0.4040006879635557,-4.1674559299917195,-1.6767986956760317,-1.5101113816388425,0.4996116482187478,0.3582403781173545,0.12519917262934133,-0.6001818735838113,-0.5330667478489225,-1.8174090567142092,-1.6330229792112607,-1.4283705808542555,1.0151235011695532,0.6686393656341243,-0.10381340423852328,-0.345195700807535,-0.20130110416643585,-2.8134142608853945,1,1,1,1
8,-2.0765860128674545,-1.8498534430763818,0.9967913631516437,1.4670958684583844,-0.4992174195496865,1.1964333356532904,1.2737412900872769,-1.6244279668050416,-2.1111720203354953,-1.9739229472208215,0.31695043635747655,0.4122904388698026,-0.3229344393032279,1.0643347775398349,1.1421420872829413,-0.40641731027503547,-2.0566155168725304,-1.9038108872050752,0.7896248984224957,0.8373632901158446,-1.03733488824221,1.3169402018009768,1.488666063027146,-0.6801404802243114,1,0,0,0
9,-1.9691235264638944,-1.820690405997841,0.5612245643186646,0.6578202455888276,0.995821804644996,1.1252261603228695,1.150420084863008,0.5526058974614704,-2.137018034579532,-2.027314261009257,0.18672413779440725,-0.5996468096621415,-0.68663708087169,1.0964195027077939,1.1940931492773887,0.4906947260412294,-1.8037812186370936,-1.7015272786023972,0.49787204623439035,0.2649071177671486,0.8012470589113928,1.2098670280630839,1.3891370944405281,0.17316903204012046,0,0,0,1
